STATE,LATITUDE,LONGITUDE,DATETIME,PR,RMAX,RMIN,SPH,SRAD,TMMN,TMMX,VS,BI,FM100,FM1000,ERC,ETR,PET,VPD
VA,36.8491666990943,-83.0052778,2018-09-26,7.1,90.7,74.3,0.01252,93.4,289.9,294.4,2.7,0,19.8,21.7,8,2.3,1.9,0.34
VA,36.8491666990943,-83.0052778,2018-09-27,39.3,100,79,0.01186,97.6,286.5,292.6,2.6,0,22.9,22.9,4,1.6,1.5,0.12
VA,36.8491666990943,-83.0052778,2018-09-28,0,89.5,56.3,0.00987,216.2,286.4,294.8,1.6,13,20.7,22.8,15,3.4,2.9,0.58
VA,36.8491666990943,-83.0052778,2018-09-29,0,84.8,48.7,0.00906,216.2,285.9,295.6,3.2,19,18.8,22.5,17,4.5,3.4,0.74
VA,36.8491666990943,-83.0052778,2018-09-30,0,85.1,49.1,0.01068,211.5,288.4,298.2,2.2,17,17.7,22,19,4.2,3.4,0.86
VA,36.8491666990943,-83.0052778,2018-10-01,0,81.2,47.9,0.01094,208.7,289.7,298.7,2,18,16.3,21.5,22,4.2,3.4,0.94
VA,36.8491666990943,-83.0052778,2018-10-02,0,89.2,63.4,0.01166,178.7,289.2,295.5,3,19,16,21.3,20,3.5,2.8,0.51
VA,36.8491666990943,-83.0052778,2018-10-03,0,90.3,52.4,0.0118,204.4,289.2,298.6,2.2,19,15.8,21,22,4,3.3,0.77
VA,36.8491666990943,-83.0052778,2018-10-04,0,95.4,55.4,0.01287,190,289.7,299.2,3.8,23,16.1,20.6,22,4.4,3.4,0.7
VA,36.8491666990943,-83.0052778,2018-10-05,0,88.1,51.6,0.0125,166.9,290.5,299.8,1.8,18,15.5,20.4,24,3.6,2.9,0.86
VA,36.8491666990943,-83.0052778,2018-10-06,0,83.6,47.5,0.012,135.5,290.7,300.4,1.9,19,14.7,20.1,25,3.6,2.8,1.02
VA,36.8491666990943,-83.0052778,2018-10-07,0,76.7,43.7,0.01107,201,290.8,300.3,2.3,21,13.8,19.6,28,4.6,3.6,1.15
VA,36.8491666990943,-83.0052778,2018-10-08,0,79.5,49,0.01156,196.5,290.9,299.3,3.9,27,13.3,19.2,29,5.3,3.9,0.98
VA,36.8491666990943,-83.0052778,2018-10-09,0,75.2,48.4,0.01065,184.1,290.5,298.1,4.7,29,12.8,18.9,29,5.6,4,0.98
VA,36.8491666990943,-83.0052778,2018-10-10,18.7,85.2,58.1,0.01223,88.4,290.7,297.6,3.5,0,16.7,19.9,15,3.4,2.5,0.7
VA,36.8491666990943,-83.0052778,2018-10-11,9.7,100,59.2,0.0098,112.8,280.2,293.7,4.8,0,19.4,20.5,12,2.3,1.7,0.24
VA,36.8491666990943,-83.0052778,2018-10-12,2.1,68.7,39,0.0049,203.3,280,288.8,2.5,0,17.3,20.4,14,3.5,2.6,0.65
VA,36.8491666990943,-83.0052778,2018-10-13,1.3,75.3,48.7,0.00526,197,279.7,286.8,2,0,16.1,20.3,15,2.8,2.2,0.48
VA,36.8491666990943,-83.0052778,2018-10-14,6,92,64.4,0.00757,45.8,282.1,288.4,3.2,0,17.8,20.7,12,1.7,1.2,0.3
VA,36.8491666990943,-83.0052778,2018-10-15,11,100,58.3,0.00948,130.6,283.5,293.4,4.2,0,20.3,21.5,10,2.9,2.2,0.39
VA,36.8491666990943,-83.0052778,2018-10-16,2.2,100,63.9,0.00746,90.3,280.2,288.3,1.8,0,20.7,21.9,7,1.6,1.3,0.24
VA,36.8491666990943,-83.0052778,2018-10-17,0,88.3,35.7,0.00502,191.6,276.7,290.4,4,23,18.7,21.3,20,4.1,2.9,0.63
VA,36.8491666990943,-83.0052778,2018-10-18,0,78.4,31.5,0.00395,189.6,275,288.4,2.7,21,16.4,20.6,24,3.5,2.5,0.62
VA,36.8491666990943,-83.0052778,2018-10-19,5.9,100,39.5,0.00605,182.1,276.8,291.9,4,0,18.2,21.2,12,3.8,2.7,0.57
VA,36.8491666990943,-83.0052778,2018-10-20,1.7,100,56.8,0.00619,147.4,274.7,287.1,8,0,19,21.4,11,2.3,1.7,0.21
VA,36.8491666990943,-83.0052778,2018-10-21,0,74.9,33.3,0.00311,188.3,272.3,284,2.9,21,16.8,21,22,3,2.1,0.47
VA,36.8491666990943,-83.0052778,2018-10-22,0,83.6,30,0.00376,170.7,273.4,288.3,3.2,23,15.8,20.5,25,3.6,2.5,0.61
VA,36.8491666990943,-83.0052778,2018-10-23,0,92.1,33.1,0.00455,182.2,274.7,289.9,3.4,24,15.9,20.4,25,3.7,2.6,0.61
VA,36.8491666990943,-83.0052778,2018-10-24,0,80.9,31.6,0.00391,181.8,274.4,288.2,3.4,24,14.9,19.9,27,3.7,2.5,0.61
VA,36.8491666990943,-83.0052778,2018-10-25,13.3,83.1,44.2,0.00431,146.1,275.4,285.1,2.3,0,17.7,20.7,13,2.3,1.7,0.41
VA,36.8491666990943,-83.0052778,2018-10-26,4.3,82.8,61.5,0.00624,69.2,280.8,286.1,4.9,0,17.9,20.8,12,2.5,1.7,0.33
VA,36.8491666990943,-83.0052778,2018-10-27,1.6,92.5,80.2,0.00584,53.8,278.2,281.4,6,0,19.1,21,10,1.2,0.9,0.11
VA,36.8491666990943,-83.0052778,2018-10-28,0,89,52.6,0.0055,105.6,277.9,286.4,6.7,28,18.5,20.9,19,3.1,2.1,0.37
VA,36.8491666990943,-83.0052778,2018-10-29,0,89.8,40.5,0.00434,169.3,274.4,286.4,3.9,23,17.9,20.7,22,3.1,2.1,0.45
VA,36.8491666990943,-83.0052778,2018-10-30,0,92,33.4,0.00474,160,275.3,290.4,2.4,20,17.4,20.7,23,3.1,2.2,0.63
VA,36.8491666990943,-83.0052778,2018-10-31,0,100,56.7,0.00836,131.6,279.7,291.8,5.1,25,18.1,20.6,20,2.5,1.8,0.31
VA,36.8491666990943,-83.0052778,2018-11-01,4.8,93.8,52.3,0.00818,100.6,283.2,292.6,6.5,0,18.7,20.5,13,3.8,2.5,0.52
VA,36.8491666990943,-83.0052778,2018-11-02,0.3,100,74.8,0.00611,102.3,274.3,283,4.7,20,19.8,20.6,15,0.7,0.7,0.02
VA,36.8491666990943,-83.0052778,2018-11-03,0,77.7,37.4,0.00353,146.2,273.8,284.3,3.3,22,17.5,20.3,23,2.8,1.9,0.45
VA,36.8491666990943,-83.0052778,2018-11-04,3.9,80.3,33.5,0.00409,143,275.4,288,4.8,0,17.2,20.4,15,4,2.6,0.59
VA,36.8491666990943,-83.0052778,2018-11-05,33.5,82.6,53.2,0.00718,132.4,283.2,290.3,3.2,0,19.5,21.3,11,2.8,2,0.52
VA,36.8491666990943,-83.0052778,2018-11-06,0.9,100,46.9,0.00653,122.6,278,290.6,5.9,0,19.6,21.5,11,3.4,2.3,0.45
VA,36.8491666990943,-83.0052778,2018-11-07,4.9,77.4,36.3,0.00447,91.6,277.2,288.3,2.6,0,18.2,21.5,12,2.8,1.9,0.6
VA,36.8491666990943,-83.0052778,2018-11-08,2.3,73.5,40.8,0.0043,104.6,277.4,286.1,4.3,0,16.6,21,14,3.3,2.2,0.52
VA,36.8491666990943,-83.0052778,2018-11-09,19.3,100,71,0.0057,37.5,272.2,282.7,4.9,0,20.6,22.1,8,0.5,0.4,0.03
VA,36.8491666990943,-83.0052778,2018-11-10,0,78.7,37.2,0.0022,138.2,267.2,277.5,4.1,22,18.3,21.9,19,2.2,1.5,0.28
VA,36.8491666990943,-83.0052778,2018-11-11,0,77.2,25.1,0.00224,127.5,267.7,282.7,2.1,19,16.1,21.6,23,2.2,1.5,0.47
VA,36.8491666990943,-83.0052778,2018-11-12,16.4,80,63.2,0.00419,43.9,275.8,279.8,2.4,0,19.1,22.3,8,1.3,0.9,0.23
VA,36.8491666990943,-83.0052778,2018-11-13,1.7,90.5,67.9,0.00395,47.9,273.2,278,3.4,0,18.8,22.4,8,1.2,0.8,0.15
VA,37.7167399990868,-79.2028,2018-09-22,62.3,100,63.9,0.01323,159.1,287,296.5,5,0,21.8,26.3,1,2.9,2.4,0.25
VA,37.7167399990868,-79.2028,2018-09-23,0,92.5,80.9,0.01049,82.5,286.7,289.4,4.8,2,22,25.8,0,1.7,1.4,0.13
VA,37.7167399990868,-79.2028,2018-09-24,4.6,95.8,82.3,0.01136,56.1,287.4,290.4,4.6,0,23.1,25.9,0,1.2,1,0.1
VA,37.7167399990868,-79.2028,2018-09-25,0,97.2,65.8,0.01326,152.4,289.6,296.1,3.7,12,21.9,25.9,7,3,2.5,0.36
VA,37.7167399990868,-79.2028,2018-09-26,12.5,99.5,57.2,0.01331,201.2,289.3,298.2,4.4,0,23.5,26.8,0,4.1,3.3,0.52
VA,37.7167399990868,-79.2028,2018-09-27,29,100,82.6,0.01104,55.8,285.8,289.9,4.6,0,26.1,27.8,0,0.9,0.8,0.04
VA,37.7167399990868,-79.2028,2018-09-28,0,100,60,0.01171,217,285.1,295.4,2.6,9,23.9,27.8,4,3.1,2.7,0.29
VA,37.7167399990868,-79.2028,2018-09-29,0,100,58,0.01116,208.8,285.7,295.1,2.2,10,22.3,27.1,6,3.1,2.7,0.38
VA,37.7167399990868,-79.2028,2018-09-30,0,90.2,69.9,0.01155,173.1,288.6,293,3.5,12,21.3,26.6,7,2.9,2.4,0.31
VA,37.7167399990868,-79.2028,2018-10-01,0,97.4,58.5,0.01303,214.3,289.2,297.7,4,16,20.3,26.2,10,4.1,3.3,0.51
VA,37.7167399990868,-79.2028,2018-10-02,0.6,91.8,59.9,0.01292,198.9,290,297.2,5,0,18.9,26,4,4.2,3.3,0.53
VA,37.7167399990868,-79.2028,2018-10-03,0,90,52.5,0.01259,208.3,289.9,298.7,2,14,17.3,25.4,13,3.8,3.2,0.71
VA,37.7167399990868,-79.2028,2018-10-04,0,84.2,52.5,0.01312,208.2,291.6,299.4,4.2,21,16.1,24.5,16,5,3.8,0.81
VA,37.7167399990868,-79.2028,2018-10-05,0,87,60.3,0.01363,199.3,291.7,298,2.3,15,15.7,24.3,15,3.6,3.1,0.6
VA,37.7167399990868,-79.2028,2018-10-06,0,90.1,63.5,0.01394,200.1,291.5,297.6,2.6,17,16,23.7,16,3.5,3,0.51
VA,37.7167399990868,-79.2028,2018-10-07,0.5,97.5,57.8,0.01479,196.1,291.2,300,2.3,16,16.4,23.3,16,3.6,3.1,0.6
VA,37.7167399990868,-79.2028,2018-10-08,0,95.2,68,0.01527,143.6,292.1,298.1,4.2,20,16.9,23,15,3.1,2.5,0.39
VA,37.7167399990868,-79.2028,2018-10-09,4.5,88.1,70,0.01406,122.5,292,296.3,3.7,0,17.7,23.3,8,2.9,2.3,0.41
VA,37.7167399990868,-79.2028,2018-10-10,7.7,86.7,77.7,0.01445,116.4,292.7,295.2,4.3,0,19.4,23.7,5,2.6,2.1,0.3
VA,37.7167399990868,-79.2028,2018-10-11,77.1,100,71.4,0.0133,88,282.9,295.1,5.4,0,22.5,24.5,2,0.9,0.9,0
VA,37.7167399990868,-79.2028,2018-10-12,0.6,69.5,41.8,0.00592,204.6,282.2,289.7,4.8,0,19,24.3,7,4.5,3.2,0.63
VA,37.7167399990868,-79.2028,2018-10-13,0,79.5,45.2,0.00567,175.2,279.6,288,3.9,20,17.2,23.7,16,3.4,2.4,0.48
VA,37.7167399990868,-79.2028,2018-10-14,3.8,87.7,64.3,0.00673,45.5,280.7,285.9,3,0,17.6,23.7,7,1.5,1.1,0.25
VA,37.7167399990868,-79.2028,2018-10-15,3.7,100,67.2,0.01091,135.6,285.4,292.8,6.7,0,19.2,23.8,6,2.5,1.9,0.23
VA,37.7167399990868,-79.2028,2018-10-16,2,100,74.4,0.00928,113.6,283,288.8,4.2,0,20.6,24.1,3,1.5,1.3,0.11
VA,37.7167399990868,-79.2028,2018-10-17,0,87.5,41.2,0.0057,193.3,278.3,289.3,7.2,28,18.6,23.5,16,4.4,3,0.51
VA,37.7167399990868,-79.2028,2018-10-18,0,76.3,32.5,0.00401,194,275.2,286.9,2.1,18,16.3,22.5,20,2.9,2.1,0.54
VA,37.7167399990868,-79.2028,2018-10-19,1.8,91.8,37.6,0.00542,189.2,276.9,289.7,5.6,0,16.5,22.7,11,4.1,2.8,0.53
VA,37.7167399990868,-79.2028,2018-10-20,0.5,100,66.1,0.00708,105.1,277.4,286.3,9.2,31,17.6,22.6,16,1.5,1.2,0.11
VA,37.7167399990868,-79.2028,2018-10-21,0,82.7,39.9,0.00335,186,271.6,281.7,6.5,29,16.2,22.2,20,3.1,2.1,0.33
VA,37.7167399990868,-79.2028,2018-10-22,0,85.6,33.5,0.00395,182.9,273.4,286.3,4.7,26,15.4,21.7,23,3.6,2.5,0.48
VA,37.7167399990868,-79.2028,2018-10-23,0,85,31.4,0.00449,182.6,275.3,289.1,5.2,30,14.5,21.3,25,4.3,2.9,0.59
VA,37.7167399990868,-79.2028,2018-10-24,0,88.2,33.4,0.00373,177.9,272.2,285.5,4.4,27,14.2,20.9,25,3.3,2.3,0.45
VA,37.7167399990868,-79.2028,2018-10-25,0,82.4,38.9,0.00383,165.4,273.5,284,2.1,20,14.2,20.3,25,2.2,1.7,0.39
VA,37.7167399990868,-79.2028,2018-10-26,37.1,83.7,74,0.00527,57.7,277.8,280.4,5.1,0,18.4,21.5,8,1.4,1,0.15
VA,37.7167399990868,-79.2028,2018-10-27,0,88.4,67.2,0.00621,81.8,279.4,284.1,4.8,23,17.4,21.3,18,1.8,1.3,0.2
VA,37.7167399990868,-79.2028,2018-10-28,0.5,76.1,57.8,0.00558,142.7,280,284.5,7.9,32,16,21,20,3.1,2.1,0.33
VA,37.7167399990868,-79.2028,2018-10-29,0,94.9,48.2,0.00463,164.6,274.2,284.1,7.7,34,16,20.7,22,2.9,2,0.29
VA,37.7167399990868,-79.2028,2018-10-30,0,88.2,34.8,0.00476,166.1,275.6,288.7,3.1,23,15.8,20.6,24,3.1,2.2,0.54
VA,37.7167399990868,-79.2028,2018-10-31,0,95.6,46.6,0.00728,159.1,280.6,291.5,6,30,16.6,20.5,23,3.7,2.5,0.49
VA,37.7167399990868,-79.2028,2018-11-01,6.7,83.7,64.6,0.00897,157.7,285.7,290.6,8.7,0,18.2,20.8,12,3.5,2.4,0.38
VA,37.7167399990868,-79.2028,2018-11-02,33.6,100,88.5,0.00977,109.3,278.5,287.4,7.6,0,21.8,21.8,7,0.6,0.6,0
VA,37.7167399990868,-79.2028,2018-11-03,0,92.1,49.3,0.0041,160,272.9,282.4,6.5,27,20.4,21.7,17,2.5,1.7,0.27
VA,37.7167399990868,-79.2028,2018-11-04,15.9,96.3,49.8,0.00477,150.5,274.4,284.5,5.3,0,22.6,22.8,6,2.5,1.7,0.29
VA,37.7167399990868,-79.2028,2018-11-05,3.4,99.1,80.2,0.00797,79,281.4,285.7,3.1,0,23.8,23.3,1,1,0.9,0.08
VA,37.7167399990868,-79.2028,2018-11-06,9.9,100,80.2,0.00857,71.9,279.3,286.8,7.7,0,25.1,24.3,0,0.4,0.4,0
VA,37.7167399990868,-79.2028,2018-11-07,0,65.3,41.4,0.00471,126.1,279.7,286.8,3.9,19,20.5,23.9,14,3.3,2.2,0.57
VA,37.7167399990868,-79.2028,2018-11-08,2.6,72.7,45.6,0.00459,140.1,277.8,285.1,4,0,18.3,23.5,8,2.9,1.9,0.44
VA,37.7167399990868,-79.2028,2018-11-09,8.5,100,75.1,0.00532,39.5,274.2,280.6,5.2,0,21.5,23.8,3,0.7,0.5,0.05
VA,37.7167399990868,-79.2028,2018-11-10,0,89.9,43.9,0.00251,150.1,266.6,276.8,6.8,25,20.1,23.8,14,2.1,1.4,0.21
VA,37.7167399990868,-79.2028,2018-11-11,0,64,29.8,0.00203,151.4,268.2,278.5,2.5,19,16.6,23,20,2,1.4,0.36
VA,37.7167399990868,-79.2028,2018-11-12,40.5,83,55.8,0.00378,94.1,273.2,279.6,2.9,0,19.7,23.9,5,1.5,1.1,0.23
VA,37.7167399990868,-79.2028,2018-11-13,0,100,74.2,0.00494,43.8,273.9,279.7,3.8,12,20.2,23.8,8,0.8,0.6,0.07
VA,37.7167399990868,-79.2028,2018-11-14,7.1,68,43.2,0.00279,121.3,271.7,278.5,4.6,0,19.4,24.2,6,2.3,1.5,0.31
VA,37.7167399990868,-79.2028,2018-11-15,39.5,77.5,63.7,0.00324,37,272,275.7,8.3,0,21.5,25.1,1,1.7,1.1,0.16
VA,37.7167399990868,-79.2028,2018-11-16,0,80.8,47.6,0.00321,139.7,271.3,279.3,7.6,26,19.2,24.2,13,2.5,1.6,0.26
VA,37.7167399990868,-79.2028,2018-11-17,0,86.7,44.5,0.00362,137.7,272,281.9,2.7,17,18.1,24.1,15,1.8,1.3,0.31
VA,37.7167399990868,-79.2028,2018-11-18,0,100,56.1,0.00439,132.3,272.6,281.7,3.6,18,18.9,24.1,14,1.5,1.1,0.2
VA,37.7167399990868,-79.2028,2018-11-19,0,100,60.9,0.00568,113.6,275.4,284.4,5,21,19.3,23.7,14,1.6,1.1,0.18
VA,37.7167399990868,-79.2028,2018-11-20,0,100,62.8,0.00439,80.2,271.5,280.2,5.3,20,19.8,23.6,13,1.2,0.8,0.12
VA,37.7167399990868,-79.2028,2018-11-21,0,71.5,38.4,0.00291,133.6,271.6,280.6,5.4,25,17.2,23.2,18,2.8,1.8,0.36
VA,37.7167399990868,-79.2028,2018-11-22,0,77.6,45.1,0.00274,87.9,269.7,277.7,3,19,15.7,22.5,19,1.6,1.1,0.25
VA,37.7167399990868,-79.2028,2018-11-23,5.1,58.8,40.3,0.00212,127.9,269.9,275.5,3.5,0,15.6,22.2,12,1.9,1.3,0.29
VA,37.7167399990868,-79.2028,2018-11-24,28.3,85.5,61.8,0.00395,36.3,273.4,278.9,3.5,0,20.1,23.5,5,1.3,0.8,0.18
VA,37.7167399990868,-79.2028,2018-11-25,0.6,83.2,47.9,0.00489,127.6,276.8,285.4,3.2,0,19.3,23.4,8,2.2,1.4,0.38
VA,37.7167399990868,-79.2028,2018-11-26,0.7,100,62.3,0.0047,66.1,272.4,281.3,9.5,0,19.9,23.2,7,1.5,1,0.13
VA,37.7167399990868,-79.2028,2018-11-27,0,75.6,59.7,0.0023,95.7,267.7,271.8,9.2,31,17.6,22.7,16,1.5,1,0.14
VA,37.7167399990868,-79.2028,2018-11-28,0,59.5,39.1,0.00165,131,266.4,272.4,8.7,35,15.3,22.4,20,2.3,1.5,0.23
VA,37.7167399990868,-79.2028,2018-11-29,0,61.9,27.4,0.00207,94.9,268.9,279.8,3.4,23,13.6,21.8,23,2.5,1.6,0.4
VA,37.7167399990868,-79.2028,2018-11-30,0,76.8,47.3,0.00446,49.2,276.6,284.2,3.6,22,13.9,21.3,21,2.3,1.5,0.38
VA,37.7167399990868,-79.2028,2018-12-01,9.5,93,67.8,0.00527,59.2,276.6,281.5,4.2,0,19.4,22,5,1.2,0.9,0.15
VA,37.7167399990868,-79.2028,2018-12-02,0,100,72,0.00788,97.3,277.9,286.7,6.9,24,20.4,22.1,14,0.7,0.6,0.03
VA,37.7167399990868,-79.2028,2018-12-03,0,100,55.7,0.00461,121.1,273.5,282.1,7.8,30,20.3,21.9,17,1.9,1.2,0.2
VA,37.7167399990868,-79.2028,2018-12-04,0.7,91.1,69.9,0.00331,52,270.4,274.5,2,0,19,21.8,9,0.7,0.5,0.09
VA,37.7167399990868,-79.2028,2018-12-05,0.5,81.2,62.7,0.00254,69.2,268.4,272.2,5.4,23,17.5,21.8,17,1.1,0.8,0.12
VA,37.5602199990881,-79.45942,2018-01-01,0,57.1,26.6,7.2e-4,115,257.2,266.4,6.1,45,10.3,14.4,44,1.6,1,0.16
VA,37.5602199990881,-79.45942,2018-01-02,0,59.6,20.4,7.4e-4,125.4,257,269.6,3.4,35,9.9,14.1,47,1.5,1,0.21
VA,37.5602199990881,-79.45942,2018-01-03,0,51.3,19.9,8.2e-4,111.2,260.1,271.2,2.3,30,9.5,13.9,48,1.4,0.9,0.25
VA,37.5602199990881,-79.45942,2018-01-04,0,53,35.4,9.1e-4,120,261,266.3,11.6,67,9.5,13.8,47,1.9,1.2,0.16
VA,37.5602199990881,-79.45942,2018-01-05,0,44.5,31.9,7e-4,123.3,259.9,264.1,8.4,56,9.2,13.6,48,1.7,1.1,0.16
VA,37.5602199990881,-79.45942,2018-01-06,0,54.3,28.9,6.2e-4,129.4,256,263.6,5.6,46,9.3,13.2,49,1.3,0.8,0.13
VA,37.5602199990881,-79.45942,2018-01-07,0,49.8,12.1,5.5e-4,114.1,255.6,270.8,2.5,33,9,12.9,52,1.5,1,0.25
VA,37.5602199990881,-79.45942,2018-01-08,4.2,67.6,33.8,0.00192,66.1,267.5,276.9,3,0,11.2,13.3,34,1.9,1.2,0.31
VA,37.5602199990881,-79.45942,2018-01-09,0,98.4,53.4,0.00393,103.7,272.1,281.4,3.1,29,14.1,13.6,39,1.4,1,0.22
VA,37.5602199990881,-79.45942,2018-01-10,0,76.1,53.3,0.00382,76.4,275.3,281,3.6,30,14.2,13.7,37,1.9,1.3,0.3
VA,37.5602199990881,-79.45942,2018-01-11,30.5,100,54.2,0.00644,46.6,278.6,288.6,4.1,0,18.7,15.2,22,2.1,1.4,0.34
VA,37.5602199990881,-79.45942,2018-01-12,24.4,100,71.6,0.00921,51.5,271.8,290.2,6.7,0,22.1,16.7,15,0.3,0.3,0
VA,37.5602199990881,-79.45942,2018-01-13,0,100,69.4,0.00262,100.7,262.4,272.3,8.3,35,22,17,22,0.4,0.3,0.02
VA,37.5602199990881,-79.45942,2018-01-14,0,64.5,33.2,0.00109,135.2,260.8,269.4,3,25,18.4,16.9,29,1.3,0.9,0.18
VA,37.5602199990881,-79.45942,2018-01-15,0,73.4,29,0.00127,119.9,261.1,273,2.3,23,16.3,16.7,32,1.4,0.9,0.23
VA,37.5602199990881,-79.45942,2018-01-16,1.7,94,38.6,0.00231,92.9,265.6,277.9,1.9,0,17,16.9,21,1.3,0.9,0.25
VA,37.5602199990881,-79.45942,2018-01-17,2.3,100,75.9,0.00221,38.1,261,268.9,5.4,0,19.3,17.5,15,0.2,0.2,0
VA,37.5602199990881,-79.45942,2018-01-18,0,66.2,23,0.00123,136.2,262,275.2,7.8,43,16.3,17,32,2.9,1.8,0.3
VA,37.5602199990881,-79.45942,2018-01-19,0,41,16.5,0.00149,137.3,270.8,281.6,5.7,40,13.4,16.3,38,4.4,2.7,0.58
VA,37.5602199990881,-79.45942,2018-01-20,0,55.3,24.7,0.00278,134.9,275.3,286.2,6,42,11.9,15.9,40,4.9,3,0.68
VA,37.5602199990881,-79.45942,2018-01-21,0,97.4,47.5,0.00532,119.2,276.5,287.5,3.9,29,14.4,16.3,33,2.4,1.6,0.39
VA,37.5602199990881,-79.45942,2018-01-22,15.4,76.9,45.9,0.00569,128.9,280.9,289,5.5,0,18,17.6,18,3.7,2.4,0.55
VA,37.5602199990881,-79.45942,2018-01-23,0,98.4,47.3,0.00523,99.3,276.1,287.3,8.7,39,18.3,17.7,26,3.4,2.2,0.38
VA,37.5602199990881,-79.45942,2018-01-24,0,71.9,48.9,0.00273,120.6,271.4,277.3,7.3,38,16.2,17.4,29,2.4,1.6,0.26
VA,37.5602199990881,-79.45942,2018-01-25,0,68.7,33.9,0.00212,143.3,268.6,278.3,4.4,31,14.8,17.1,33,2.5,1.6,0.33
VA,37.5602199990881,-79.45942,2018-01-26,0,74.6,23.8,0.00246,145.3,269.5,284.8,3.4,30,14,16.9,35,3.2,2,0.54
VA,37.5602199990881,-79.45942,2018-01-27,4.7,92.1,45.6,0.00456,101.7,275.1,285.7,4.8,0,16.8,17.5,19,2.7,1.8,0.38
VA,37.5602199990881,-79.45942,2018-01-28,14.1,100,76.8,0.00687,42.2,277.4,284.7,2.7,0,21,18.9,11,0.6,0.5,0.04
VA,37.5602199990881,-79.45942,2018-01-29,1.9,100,86,0.00466,38.7,270.4,277.5,3.8,0,22.5,19.1,9,0.2,0.2,0
VA,37.5602199990881,-79.45942,2018-01-30,0,73.1,49.7,0.00169,119.3,264.8,270.5,9,37,19.5,18.9,22,1.7,1.1,0.15
VA,37.5602199990881,-79.45942,2018-01-31,0,62.1,20.2,0.00155,127.8,265.8,279.9,4.2,29,16.3,18.7,29,3.1,2,0.43
VA,37.5602199990881,-79.45942,2018-02-01,0.5,83.5,36.3,0.00314,91.3,271.2,283.2,5.1,30,15.7,18.6,27,3,1.9,0.4
VA,37.5602199990881,-79.45942,2018-02-02,0,82.6,47.4,0.00152,145.7,261.8,269.7,8.2,39,15.7,18.6,27,1.5,1,0.13
VA,37.5602199990881,-79.45942,2018-02-03,0,52.9,17.4,0.00104,135.2,262.6,276,4.2,32,13.4,18.1,33,2.7,1.7,0.35
VA,37.5602199990881,-79.45942,2018-02-04,30.2,75.8,49.8,0.00277,49.1,270.8,277.3,4.3,0,16.8,18.9,16,1.8,1.2,0.24
VA,37.5602199990881,-79.45942,2018-02-05,0,82,44.8,0.00238,153.5,267.7,276.5,5.1,30,16.1,18.4,27,2,1.4,0.23
VA,37.5602199990881,-79.45942,2018-02-06,5.8,75.4,49.4,0.00301,105,272,278.6,3.5,0,17.2,18.9,17,1.9,1.3,0.27
VA,37.5602199990881,-79.45942,2018-02-07,22.5,100,82.5,0.0048,44.6,270.6,278.5,7.2,0,21.7,20.4,7,0.2,0.2,0
VA,37.5602199990881,-79.45942,2018-02-08,0,73.7,39,0.00224,157.1,268.3,277.4,3.9,24,18.7,20.3,22,2.2,1.5,0.28
VA,37.5602199990881,-79.45942,2018-02-09,0,77.2,31.4,0.00266,163.5,270,282.6,4.8,28,16.9,20.1,24,3.3,2.2,0.43
VA,37.5602199990881,-79.45942,2018-02-10,43.9,95.7,69,0.00596,73.8,278.3,284.1,2.6,0,21,21.5,7,1.3,1,0.18
VA,37.5602199990881,-79.45942,2018-02-11,11.9,100,71.6,0.00914,55.1,283.1,290.1,6.3,0,23.4,22.2,5,1.6,1.2,0.17
VA,37.5602199990881,-79.45942,2018-02-12,0,100,70.8,0.00598,59.9,273.4,283.8,4.1,16,22.7,22.2,11,0.7,0.6,0.03
VA,37.5602199990881,-79.45942,2018-02-13,0,74.2,53.6,0.00296,63.7,272,277.3,4,19,19.9,21.9,15,1.8,1.2,0.24
VA,37.5602199990881,-79.45942,2018-02-14,0.5,97.9,37.7,0.00505,94.9,275.6,289.9,3.3,19,19.7,21.7,17,3,2.1,0.54
VA,37.5602199990881,-79.45942,2018-02-15,0,76.3,47.6,0.00845,150,286.9,294.8,6.8,29,18.1,21.7,19,5.4,3.6,0.78
VA,37.5602199990881,-79.45942,2018-02-16,0.6,100,56.3,0.00704,67.6,273.6,289.5,6.6,0,18.8,22,10,1.6,1.2,0.16
VA,37.5602199990881,-79.45942,2018-02-17,3.7,81.1,57.9,0.00343,79.5,272.8,278.4,4.2,0,18.5,21.8,10,1.8,1.2,0.21
VA,37.5602199990881,-79.45942,2018-02-18,5,77.1,40.7,0.00379,173.8,274.9,284.5,4.9,0,18,21.3,12,3.4,2.3,0.44
VA,37.5602199990881,-79.45942,2018-02-19,0,87,48.8,0.00502,72.3,277.2,286.3,3.8,21,17.1,21,19,2.5,1.7,0.39
VA,37.5602199990881,-79.45942,2018-02-20,0,93.5,45.5,0.00867,176.6,284.2,295.9,5,26,17.6,21.1,21,4.6,3.2,0.71
VA,37.5602199990881,-79.45942,2018-02-21,0,86.2,45.9,0.00947,135.9,286.8,297.2,4.7,24,17.9,20.9,20,4.7,3.2,0.82
VA,37.5602199990881,-79.45942,2018-02-22,0,100,48.7,0.0095,160.9,280.2,296.4,3.6,21,18.2,21.1,20,3.2,2.4,0.47
VA,37.5602199990881,-79.45942,2018-02-23,0.4,97.3,54.3,0.0069,141.9,280.2,289.7,3.9,21,18.7,21.2,17,2.8,2,0.38
